transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label
T5235,U5330,25256.63,Payment,NetBanking,Web,Delhi,1989,23,1,16171.77,1,0.66,4,0
T5236,U2483,417.28,Payment,NetBanking,Web,Chennai,757,13,0,7569.01,0,0.72,7,0
T5237,U8892,34601.42,Transfer,UPI,Android,Chennai,88,17,2,4704.03,0,0.498,6,0
T5238,U6334,33084.07,Withdrawal,UPI,iOS,Delhi,252,19,0,15353.4,0,0.285,2,0
T5239,U9398,1968.12,Withdrawal,NetBanking,Android,Mumbai,1856,0,2,19057.05,0,0.016,9,0
T5240,U2985,18444.09,Withdrawal,Card,Android,Bangalore,510,0,3,23185.86,1,0.222,3,0
T5241,U8904,48952.64,Payment,Wallet,Android,Mumbai,214,10,3,623.05,0,0.98,1,0
T5242,U5005,21065.79,Withdrawal,Card,iOS,Chennai,1493,23,2,15835.91,0,0.806,3,0
T5243,U1542,25122.17,Withdrawal,Card,Android,Mumbai,1416,19,0,8085.43,0,0.479,1,0
T5244,U8704,45501.01,Payment,Wallet,Web,Bangalore,732,5,2,29748.56,0,0.344,7,0
T5245,U1105,35877.23,Transfer,UPI,iOS,Mumbai,342,4,1,4792.41,0,0.064,6,0
T5246,U5301,29124.4,Transfer,Card,Android,Bangalore,612,12,0,13191.59,0,0.01,8,0
T5247,U8027,39900.34,Payment,UPI,Android,Mumbai,175,9,2,29103.79,0,0.755,4,0
T5248,U1996,43225.1,Transfer,Wallet,iOS,Hyderabad,170,5,1,6471.61,0,0.986,6,0
T5249,U9947,22871.56,Transfer,Card,Android,Chennai,15,3,4,24226.24,0,0.254,3,0
T5250,U1129,23781.66,Transfer,UPI,iOS,Bangalore,1686,3,1,7366.88,0,0.275,4,0
T5251,U5835,19333.24,Withdrawal,UPI,Web,Chennai,214,6,2,2350.38,0,0.935,6,0
T5252,U8012,48336.97,Transfer,Card,Android,Hyderabad,541,15,0,1378.38,0,0.602,5,0
T5253,U9757,34873.45,Withdrawal,Wallet,Android,Mumbai,1133,0,0,28467.29,0,0.174,2,0
T5254,U3553,4206.99,Transfer,NetBanking,Web,Chennai,1710,8,3,6465.51,0,0.046,9,0
T5255,U7229,43154.83,Withdrawal,UPI,Android,Mumbai,54,18,2,8829.45,0,0.564,2,0
T5256,U9808,24053.97,Payment,Wallet,Android,Mumbai,466,19,1,29010.61,0,0.453,8,0
T5257,U1900,3484.26,Payment,Card,iOS,Chennai,1882,14,1,19756.0,0,0.432,5,0
T5258,U6735,27508.38,Transfer,UPI,Android,Bangalore,236,8,2,14695.0,0,0.969,7,0
T5259,U9824,20887.36,Withdrawal,UPI,Web,Bangalore,1348,20,1,13119.11,1,0.263,6,0
T5260,U6726,43893.58,Payment,UPI,Android,Chennai,61,19,4,1552.07,0,0.488,2,0
T5261,U9122,10239.53,Payment,Wallet,iOS,Bangalore,1179,21,3,25184.45,0,0.213,4,0
T5262,U4995,41331.91,Payment,UPI,Web,Delhi,1314,0,0,22884.88,0,0.322,9,0
T5263,U8187,27906.55,Payment,UPI,Web,Mumbai,1156,0,1,2811.86,0,0.766,7,0
T5264,U6615,2777.78,Transfer,Card,Web,Chennai,1752,15,4,10668.37,0,0.197,1,0
T5265,U5834,48593.67,Withdrawal,UPI,Web,Hyderabad,480,4,2,26573.76,0,0.676,4,0
T5266,U7279,25655.13,Payment,Wallet,iOS,Chennai,906,20,1,7169.6,0,0.13,3,0
T5267,U4853,14579.3,Transfer,Card,iOS,Chennai,1330,8,2,18375.89,0,0.191,1,0
T5268,U1751,23496.87,Payment,NetBanking,iOS,Mumbai,623,0,4,14689.28,0,0.023,5,0
T5269,U3416,42900.0,Payment,Card,iOS,Hyderabad,521,18,4,24573.8,0,0.63,9,0
T5270,U2373,15279.91,Payment,UPI,Android,Mumbai,795,15,0,1178.0,0,0.99,4,0
T5271,U2850,9674.19,Payment,NetBanking,iOS,Bangalore,1674,2,2,24502.8,0,0.656,2,0
T5272,U3902,6497.11,Transfer,Card,Android,Chennai,1535,3,3,4158.0,0,0.923,7,1
T5273,U6869,14928.08,Withdrawal,UPI,Web,Mumbai,1712,11,0,550.67,0,0.526,8,0
T5274,U4771,39013.4,Transfer,Card,Android,Delhi,1235,6,2,17905.47,0,0.68,2,0
T5275,U3868,23607.74,Transfer,Wallet,Android,Chennai,424,14,2,7833.37,1,0.926,9,1
T5276,U2435,11412.71,Transfer,UPI,Android,Bangalore,623,22,4,21307.39,0,0.086,8,1
T5277,U4958,8350.94,Payment,Wallet,iOS,Mumbai,1616,14,4,14146.52,1,0.597,4,0
T5278,U9759,16669.84,Withdrawal,UPI,iOS,Mumbai,1455,4,2,18205.17,0,0.576,4,0
T5279,U5533,46999.22,Payment,Wallet,Web,Delhi,529,22,4,20722.22,0,0.033,5,0
T5280,U1543,17184.18,Transfer,NetBanking,iOS,Bangalore,683,1,2,27815.14,0,0.156,1,0
T5281,U2084,49406.8,Payment,Wallet,Android,Delhi,1106,11,2,24711.0,0,0.552,7,0
T5282,U5143,24287.26,Withdrawal,Card,iOS,Chennai,354,18,0,14903.85,0,0.498,4,0
T5283,U5689,8999.24,Withdrawal,UPI,iOS,Hyderabad,1060,22,0,13196.67,0,0.344,1,0
T5284,U8341,44562.45,Payment,Card,Android,Mumbai,1202,4,3,19674.81,1,0.698,4,0
T5285,U3321,23044.75,Transfer,Wallet,Web,Delhi,784,22,0,22032.67,0,0.36,4,0
T5286,U4256,35498.08,Payment,UPI,iOS,Mumbai,1833,2,1,5262.34,0,0.769,1,0
T5287,U6765,49186.39,Transfer,Wallet,Web,Mumbai,594,23,1,1072.48,0,0.809,9,0
T5288,U3809,2556.26,Withdrawal,NetBanking,Android,Delhi,1242,5,4,13694.12,0,0.645,8,0
T5289,U1441,4879.89,Payment,NetBanking,iOS,Mumbai,1644,12,1,3073.65,0,0.279,9,0
T5290,U2210,36036.81,Withdrawal,NetBanking,Web,Bangalore,889,19,0,8254.73,1,0.803,7,0
T5291,U6834,14127.16,Transfer,Wallet,Web,Bangalore,1945,14,3,17583.71,0,0.252,5,0
T5292,U9146,9255.85,Transfer,Wallet,Android,Hyderabad,907,3,2,4628.42,0,0.303,7,0
T5293,U6531,2016.13,Payment,NetBanking,iOS,Bangalore,1972,19,3,951.94,0,0.609,2,0
T5294,U4486,1141.24,Payment,Wallet,Web,Delhi,1576,6,0,16682.56,0,0.689,7,1
T5295,U8099,38735.56,Payment,Card,Web,Bangalore,857,21,0,14040.2,0,0.371,4,0
T5296,U7988,6764.95,Withdrawal,Wallet,Web,Hyderabad,1976,17,0,9258.46,0,0.591,5,0
T5297,U9154,23412.64,Transfer,Card,Web,Chennai,1578,20,4,14116.7,0,0.248,7,0
T5298,U1373,30314.55,Transfer,NetBanking,Web,Chennai,734,20,1,20537.33,1,0.795,2,0
T5299,U3296,21446.17,Withdrawal,Wallet,Web,Delhi,666,21,0,3359.12,0,0.992,5,0
T5300,U8585,1403.98,Payment,NetBanking,Web,Hyderabad,620,6,2,7745.11,0,0.698,2,0
T5301,U6994,39185.9,Payment,UPI,Web,Bangalore,1855,11,1,23869.32,0,0.319,6,0
T5302,U1802,575.14,Withdrawal,Wallet,Web,Hyderabad,1343,10,1,20136.67,1,0.349,8,0
T5303,U5234,38106.4,Transfer,Wallet,Web,Mumbai,1033,23,4,8060.98,0,0.031,7,0
T5304,U4813,44670.56,Transfer,NetBanking,iOS,Hyderabad,956,11,3,12004.7,0,0.647,5,0
T5305,U1939,21670.35,Transfer,NetBanking,Android,Bangalore,189,14,1,3680.51,0,0.6,3,0
T5306,U9508,26800.35,Transfer,NetBanking,Android,Delhi,656,7,1,7668.52,0,0.955,4,0
T5307,U9997,23875.32,Withdrawal,UPI,Android,Mumbai,447,10,0,25250.44,0,0.402,2,0
T5308,U3543,19490.97,Transfer,UPI,Web,Hyderabad,1510,20,2,13268.28,0,0.933,6,0
T5309,U9525,44376.86,Withdrawal,NetBanking,Android,Chennai,404,17,0,19244.76,0,0.76,8,0
T5310,U5704,44701.98,Payment,Wallet,Web,Bangalore,1735,9,2,4876.27,0,0.288,8,0
T5311,U8672,16824.03,Withdrawal,Wallet,iOS,Delhi,1575,7,1,5580.84,0,0.016,9,0
T5312,U4993,30772.73,Transfer,NetBanking,Android,Bangalore,603,5,2,28233.54,0,0.727,5,0
T5313,U1753,46349.03,Payment,Card,iOS,Hyderabad,66,2,0,25258.86,0,0.496,6,0
T5314,U6160,48104.82,Withdrawal,UPI,iOS,Delhi,1207,19,0,23730.89,0,0.962,2,0
T5315,U3059,25472.5,Withdrawal,UPI,Web,Chennai,1753,11,3,9954.75,0,0.022,4,0
T5316,U5077,22668.6,Withdrawal,Card,Android,Mumbai,335,16,4,16926.4,0,0.522,3,0
T5317,U3151,13970.78,Payment,NetBanking,iOS,Hyderabad,331,2,3,14821.0,0,0.789,9,0
T5318,U8203,47945.65,Withdrawal,Wallet,Android,Delhi,192,19,1,28691.3,0,0.79,6,1
T5319,U7294,7183.57,Transfer,Wallet,iOS,Mumbai,244,17,2,7265.07,0,0.672,6,0
T5320,U8904,29012.49,Payment,UPI,iOS,Delhi,628,11,0,28422.27,0,0.394,4,0
T5321,U5302,14163.39,Payment,Card,Web,Hyderabad,1219,21,0,21234.83,0,0.067,6,0
T5322,U9290,13986.46,Withdrawal,Wallet,Android,Delhi,275,23,0,12469.38,0,0.302,1,1
T5323,U7876,20278.18,Transfer,UPI,Web,Chennai,1677,15,0,8064.01,0,0.651,9,0
T5324,U9279,49939.71,Payment,Wallet,Web,Delhi,1018,21,1,22744.87,0,0.771,3,0
T5325,U3850,2795.57,Withdrawal,Wallet,Web,Hyderabad,851,9,4,24705.75,0,0.817,5,0
T5326,U5696,28948.16,Transfer,Wallet,Web,Delhi,338,18,3,10790.07,0,0.774,7,0
T5327,U4483,4174.48,Withdrawal,UPI,Web,Mumbai,1863,8,3,5239.21,0,0.324,2,0
T5328,U9307,7768.32,Withdrawal,Card,iOS,Mumbai,1398,13,0,14818.11,0,0.694,4,1
T5329,U6680,22006.17,Payment,NetBanking,Android,Bangalore,692,19,0,14108.22,0,0.969,6,0
T5330,U1419,25547.48,Payment,Card,Android,Bangalore,1843,13,2,21789.54,0,0.137,1,0
T5331,U2456,12976.68,Withdrawal,Wallet,Web,Chennai,33,21,0,29198.23,0,0.731,6,0
T5332,U4257,15857.03,Payment,Card,Android,Mumbai,1294,3,3,15985.34,0,0.41,5,0
T5333,U7541,4394.0,Payment,Wallet,iOS,Bangalore,1388,14,2,21978.41,0,0.225,2,0
T5334,U7385,15195.83,Transfer,UPI,Web,Delhi,205,19,2,10582.33,1,0.32,6,0
T5335,U3955,48329.59,Transfer,UPI,iOS,Chennai,620,1,0,18027.28,0,0.166,5,0
T5336,U3085,47238.13,Withdrawal,UPI,iOS,Hyderabad,1523,17,2,3548.31,0,0.815,1,0
T5337,U9430,16777.17,Withdrawal,Wallet,Web,Bangalore,1921,1,4,24466.53,1,0.387,6,0
T5338,U5058,28564.15,Withdrawal,Card,iOS,Bangalore,1366,17,0,10395.29,0,0.938,7,0
T5339,U9244,45484.29,Withdrawal,NetBanking,Web,Mumbai,622,7,4,2493.24,0,0.966,9,0
T5340,U5199,358.88,Transfer,NetBanking,iOS,Chennai,1897,9,0,29717.79,0,0.966,2,0
T5341,U5564,40543.64,Payment,UPI,Android,Mumbai,1974,19,4,27063.47,0,0.156,6,0
T5342,U5258,47421.06,Transfer,NetBanking,Android,Mumbai,1988,3,0,6003.26,0,0.346,6,0
T5343,U5841,4611.72,Withdrawal,Wallet,Android,Chennai,641,9,3,10959.74,0,0.31,1,0
T5344,U7037,8114.31,Withdrawal,Card,Web,Delhi,330,9,0,28107.86,0,0.923,8,0
T5345,U9488,48039.28,Transfer,NetBanking,iOS,Bangalore,1480,2,3,23910.23,0,0.086,5,0
T5346,U2755,26900.13,Transfer,NetBanking,iOS,Mumbai,1410,20,1,27201.73,0,0.589,2,0
T5347,U5372,759.12,Withdrawal,Card,Android,Bangalore,212,3,1,16920.24,0,0.485,5,0
T5348,U5489,12918.72,Payment,NetBanking,Android,Chennai,1123,22,0,7369.17,0,0.976,4,0
T5349,U5669,22524.69,Withdrawal,Card,Web,Delhi,1740,9,3,6888.9,0,0.963,7,0
T5350,U7049,34660.8,Transfer,Wallet,Web,Hyderabad,186,6,3,15817.54,0,0.424,8,0
T5351,U6781,36671.36,Withdrawal,Wallet,iOS,Delhi,636,21,2,27727.6,0,0.441,1,0
T5352,U6588,49771.3,Withdrawal,Wallet,Web,Chennai,1878,22,2,18984.45,0,0.385,1,0
T5353,U5737,14411.18,Payment,UPI,Web,Delhi,41,11,4,1128.28,0,0.789,8,0
T5354,U9019,26934.09,Withdrawal,Wallet,Web,Hyderabad,1913,6,2,16858.22,0,0.1,4,0
T5355,U6936,26689.51,Withdrawal,NetBanking,Android,Mumbai,955,12,0,18292.38,0,0.116,8,0
T5356,U2221,20311.98,Withdrawal,UPI,Android,Delhi,736,7,2,17488.5,0,0.705,7,0
T5357,U5257,8499.64,Transfer,UPI,iOS,Chennai,963,12,2,20763.18,0,0.017,9,0
T5358,U7938,48873.96,Transfer,UPI,Web,Delhi,829,0,0,8876.06,0,0.671,7,0
T5359,U7304,42673.19,Payment,Wallet,Android,Hyderabad,800,15,0,4398.58,0,0.129,4,0
T5360,U6670,24941.73,Withdrawal,UPI,Web,Chennai,252,18,4,22526.45,0,0.786,5,0
T5361,U7531,30182.11,Transfer,Wallet,iOS,Delhi,1831,18,3,5970.96,0,0.74,7,0
T5362,U2939,11401.69,Payment,Wallet,Web,Chennai,79,20,2,3513.35,0,0.182,2,0
T5363,U8606,27212.16,Withdrawal,UPI,iOS,Hyderabad,1024,12,1,10845.38,0,0.757,3,0
T5364,U8683,34763.76,Payment,UPI,iOS,Mumbai,1104,6,3,24999.35,0,0.79,3,0
T5365,U8187,25782.59,Payment,NetBanking,Android,Hyderabad,1656,14,0,2555.04,0,0.926,9,0
T5366,U8529,49514.74,Payment,UPI,Web,Mumbai,167,5,2,5947.28,0,0.724,2,0
T5367,U5602,30586.52,Payment,Wallet,Android,Bangalore,558,3,4,14310.26,0,0.868,4,0
T5368,U2730,18580.14,Payment,NetBanking,Web,Hyderabad,1849,21,1,8700.64,0,0.637,8,0
T5369,U4691,38618.99,Payment,NetBanking,Web,Mumbai,1961,22,3,21677.66,0,0.626,1,0
T5370,U3267,8564.6,Payment,Wallet,iOS,Bangalore,335,19,2,20279.58,0,0.675,9,0
T5371,U6716,19256.56,Withdrawal,UPI,iOS,Bangalore,1068,10,0,25291.24,0,0.406,6,0
T5372,U1998,17380.6,Withdrawal,UPI,Web,Bangalore,1513,23,3,6194.91,0,0.229,4,0
T5373,U2564,21618.76,Payment,Card,Android,Chennai,469,20,1,19502.67,0,0.413,5,0
T5374,U5099,39099.9,Withdrawal,UPI,iOS,Hyderabad,1869,18,0,23264.56,0,0.593,7,1
T5375,U7404,24234.44,Payment,Card,iOS,Hyderabad,425,1,1,1973.75,1,0.69,8,0
T5376,U3068,39711.02,Withdrawal,NetBanking,Web,Hyderabad,580,16,2,1201.01,0,0.457,5,0
T5377,U7864,28845.62,Transfer,NetBanking,Web,Hyderabad,895,14,3,16821.82,0,0.33,7,0
T5378,U4866,17136.37,Payment,NetBanking,iOS,Chennai,1452,19,4,17676.86,0,0.247,3,0
T5379,U7457,40508.44,Transfer,Card,Android,Hyderabad,520,17,2,11844.98,0,0.183,2,0
T5380,U3425,11952.57,Payment,Wallet,iOS,Mumbai,377,11,2,1178.59,0,0.476,2,0
T5381,U8123,11257.93,Payment,Wallet,Web,Bangalore,921,2,4,12117.46,0,0.706,3,0
T5382,U1372,25249.92,Transfer,NetBanking,iOS,Chennai,1920,16,4,19298.45,0,0.83,6,0
T5383,U7052,13079.42,Transfer,Card,Web,Chennai,892,13,0,21086.22,0,0.345,1,0
T5384,U4400,503.9,Transfer,Card,iOS,Hyderabad,216,5,1,14834.47,0,0.611,3,0
T5385,U7937,32432.46,Payment,NetBanking,Web,Bangalore,1394,3,2,15798.25,0,0.478,3,0
T5386,U6990,25579.14,Transfer,UPI,Web,Mumbai,1469,20,0,20212.96,0,0.966,2,0
T5387,U6359,22303.61,Transfer,NetBanking,Android,Bangalore,587,7,0,13534.14,0,0.882,1,0
T5388,U3076,48350.08,Withdrawal,Card,Web,Delhi,1807,19,2,7979.1,0,0.882,1,0
T5389,U6074,28581.4,Withdrawal,UPI,iOS,Bangalore,1303,21,1,6766.8,0,0.579,1,0
T5390,U4627,43178.41,Transfer,Wallet,Web,Mumbai,1266,2,4,22607.31,0,0.437,8,0
T5391,U1374,7015.54,Transfer,UPI,iOS,Mumbai,678,7,2,14677.7,0,0.652,6,0
T5392,U5818,28481.86,Transfer,Wallet,Android,Mumbai,115,12,1,18760.17,1,0.16,9,1
T5393,U5769,43405.58,Transfer,Card,iOS,Chennai,675,18,4,14186.06,0,0.883,3,0
T5394,U4232,29176.13,Withdrawal,NetBanking,Android,Chennai,1051,14,3,24583.24,0,0.271,7,0
T5395,U8238,35914.81,Payment,NetBanking,Android,Delhi,1528,22,2,14955.74,0,0.827,6,0
T5396,U2969,18633.58,Transfer,NetBanking,Web,Bangalore,269,6,2,29642.83,0,0.299,9,0
T5397,U1567,4667.85,Transfer,NetBanking,Android,Hyderabad,1518,2,1,7353.88,0,0.522,9,0
T5398,U2868,22922.12,Withdrawal,NetBanking,iOS,Delhi,322,18,0,4241.95,0,0.772,9,0
T5399,U3309,19754.25,Transfer,Card,Android,Hyderabad,640,9,0,11270.54,0,0.394,7,0
T5400,U3858,43359.66,Transfer,Card,Android,Hyderabad,1854,15,1,27567.83,0,0.358,9,0
T5401,U4321,12237.57,Withdrawal,NetBanking,Web,Delhi,1135,13,2,25584.15,0,0.888,7,0
T5402,U4115,48338.37,Transfer,UPI,iOS,Bangalore,546,7,2,7495.85,0,0.069,9,0
T5403,U6829,47909.0,Transfer,NetBanking,Android,Hyderabad,1976,10,2,18030.96,0,0.842,2,0
T5404,U1338,12419.2,Withdrawal,Wallet,Web,Chennai,1213,18,3,17709.3,0,0.928,2,1
T5405,U4731,17435.2,Payment,Wallet,Web,Chennai,1543,1,0,8872.57,0,0.563,7,0
T5406,U9979,44783.01,Transfer,Wallet,iOS,Delhi,1510,4,3,7137.91,0,0.696,6,0
T5407,U3340,48332.78,Transfer,Wallet,Web,Hyderabad,683,10,2,11762.48,0,0.861,6,0
T5408,U1213,22199.78,Payment,NetBanking,Android,Delhi,1433,6,0,23679.7,0,0.436,5,0
T5409,U7635,16083.8,Withdrawal,Wallet,Web,Chennai,359,7,2,5832.28,0,0.879,1,0
T5410,U8780,26328.4,Payment,UPI,iOS,Delhi,224,16,2,13427.13,0,0.372,7,0
T5411,U6311,34404.07,Transfer,NetBanking,iOS,Hyderabad,1416,11,1,14502.79,1,0.306,2,0
T5412,U1074,13710.05,Payment,Wallet,Web,Hyderabad,1157,17,0,28179.83,0,0.983,8,0
T5413,U3156,36836.84,Withdrawal,NetBanking,Android,Chennai,1325,6,2,9175.32,0,0.031,7,0
T5414,U7229,2630.28,Transfer,NetBanking,Web,Mumbai,1701,8,4,687.43,0,0.32,2,0
T5415,U5514,2512.26,Withdrawal,NetBanking,iOS,Mumbai,1738,18,4,20842.56,1,0.459,2,0
T5416,U4878,19345.07,Withdrawal,Card,Web,Bangalore,337,13,2,22698.17,0,0.311,8,0
T5417,U9741,17705.99,Payment,Wallet,Web,Chennai,1598,23,1,21120.67,0,0.282,5,0
T5418,U9623,15815.88,Payment,Card,Android,Bangalore,1715,18,2,21052.1,0,0.371,8,0
T5419,U7701,24576.44,Withdrawal,UPI,Web,Chennai,856,19,4,14548.5,0,0.398,1,0
T5420,U7389,16070.64,Withdrawal,UPI,Android,Hyderabad,107,17,0,657.96,0,0.072,9,0
T5421,U4223,9653.28,Transfer,Card,Web,Chennai,668,14,1,21924.55,0,0.775,8,0
T5422,U4087,15508.0,Withdrawal,Wallet,Web,Delhi,309,20,2,28101.95,0,0.168,6,0
T5423,U1643,48746.47,Withdrawal,NetBanking,Android,Bangalore,39,20,4,4805.85,0,0.041,8,0
T5424,U2259,20585.12,Payment,UPI,Android,Chennai,1107,3,0,2130.64,1,0.59,1,0
T5425,U1187,22263.4,Withdrawal,UPI,iOS,Bangalore,181,12,4,8029.64,0,0.669,8,0
T5426,U1114,28848.42,Withdrawal,UPI,Android,Chennai,1027,4,1,25508.84,0,0.76,1,0
T5427,U4601,49167.87,Payment,Wallet,Web,Mumbai,1918,11,3,3273.8,0,0.088,4,0
T5428,U1159,12117.98,Transfer,Card,iOS,Bangalore,932,16,2,21483.54,0,0.172,3,0
T5429,U8445,34080.04,Payment,Card,Android,Hyderabad,93,9,0,1982.13,0,0.182,3,0
T5430,U2316,35813.44,Payment,Wallet,Android,Hyderabad,994,11,1,1080.39,0,0.594,9,0
T5431,U9310,30385.85,Withdrawal,UPI,iOS,Chennai,1618,5,1,26749.93,0,0.89,8,0
T5432,U8259,4474.49,Withdrawal,Wallet,Web,Hyderabad,1777,19,3,23139.75,0,0.706,8,0
T5433,U3291,33859.77,Transfer,Wallet,Web,Hyderabad,1323,19,3,17997.69,0,0.315,7,0
T5434,U2025,3251.53,Withdrawal,Card,iOS,Bangalore,648,11,2,5242.66,0,0.853,8,0
T5435,U6935,29827.33,Transfer,Wallet,Web,Chennai,94,12,2,8437.57,1,0.67,8,0
T5436,U3914,36992.08,Transfer,Wallet,Android,Bangalore,1287,20,1,1553.27,0,0.688,6,1
T5437,U2411,10587.95,Transfer,UPI,Web,Chennai,673,16,2,19396.35,0,0.957,8,0
T5438,U7725,42089.02,Transfer,NetBanking,Android,Hyderabad,1857,19,2,20613.97,0,0.95,2,1
T5439,U5409,1566.17,Withdrawal,UPI,Web,Chennai,528,9,3,9871.58,1,0.386,7,0
T5440,U7543,42198.45,Payment,Card,Android,Chennai,1485,18,1,10218.65,0,0.636,3,0
T5441,U4740,23043.44,Payment,NetBanking,iOS,Delhi,1340,4,4,18906.43,0,0.202,8,0
T5442,U4041,10918.52,Withdrawal,UPI,Android,Chennai,1681,4,4,28375.38,0,0.412,5,0
T5443,U6035,6732.22,Withdrawal,Wallet,Web,Delhi,193,7,0,11901.81,0,0.273,5,0
T5444,U2476,47667.69,Transfer,Wallet,Android,Bangalore,982,16,3,14858.35,1,0.367,3,0
T5445,U2621,3679.65,Withdrawal,NetBanking,Web,Delhi,1347,2,0,20978.45,0,0.675,1,0
T5446,U3246,9994.72,Payment,NetBanking,Web,Bangalore,350,20,1,10335.4,0,0.21,2,0
T5447,U2339,17423.73,Withdrawal,Wallet,Android,Chennai,236,15,4,26078.86,1,0.18,2,0
T5448,U5773,31030.73,Withdrawal,Card,Web,Bangalore,846,18,4,25400.83,0,0.379,7,0
T5449,U3227,27262.81,Transfer,UPI,iOS,Hyderabad,1789,5,4,20261.06,0,0.098,2,0
T5450,U2337,6325.89,Transfer,Wallet,Web,Chennai,273,9,0,16154.02,0,0.814,7,0
T5451,U5945,14521.91,Transfer,UPI,iOS,Delhi,459,15,2,29507.28,0,0.958,1,0
T5452,U3581,11975.65,Transfer,UPI,iOS,Mumbai,1284,12,0,21101.18,0,0.801,2,0
T5453,U4783,10716.47,Payment,UPI,Web,Chennai,1441,2,4,19332.48,0,0.531,7,0
T5454,U7895,20586.66,Withdrawal,UPI,iOS,Hyderabad,179,21,3,26316.86,0,0.674,7,0
T5455,U7683,35216.37,Withdrawal,Card,iOS,Bangalore,575,7,3,16694.22,1,0.806,2,0
T5456,U2813,10911.77,Transfer,Card,Android,Delhi,1945,19,0,7363.41,0,0.068,7,0
T5457,U3134,18365.61,Payment,Card,iOS,Delhi,141,7,0,4219.39,0,0.418,9,0
T5458,U4865,19576.33,Payment,Wallet,iOS,Hyderabad,836,6,1,14183.86,0,0.144,8,1
T5459,U7885,48824.0,Withdrawal,Wallet,iOS,Hyderabad,615,10,0,15518.06,0,0.091,6,0
T5460,U7248,47735.58,Transfer,Wallet,iOS,Chennai,1079,19,0,24848.06,0,0.759,4,0
T5461,U8615,40016.87,Withdrawal,Card,iOS,Mumbai,359,2,4,4270.29,1,0.858,3,0
T5462,U3570,12120.86,Withdrawal,UPI,Web,Mumbai,108,20,2,20468.78,0,0.084,8,1
T5463,U6427,3448.46,Payment,Card,iOS,Bangalore,1779,20,4,9193.4,0,0.179,3,0
T5464,U9229,15879.36,Payment,Wallet,Web,Delhi,1814,6,2,28177.0,0,0.221,5,1
T5465,U6787,13376.39,Withdrawal,NetBanking,Web,Chennai,1070,10,4,14165.6,0,0.857,3,0
T5466,U9368,25320.99,Transfer,Wallet,Web,Delhi,1471,16,4,18709.71,0,0.914,9,0
T5467,U8229,38897.51,Transfer,UPI,Android,Chennai,1978,17,1,19538.23,0,0.765,7,0
T5468,U4386,42923.23,Withdrawal,Card,Android,Hyderabad,1018,8,2,2821.05,0,0.796,3,0
T5469,U8461,42250.96,Withdrawal,NetBanking,Web,Bangalore,84,12,4,25580.63,0,0.343,7,0
T5470,U9206,18015.79,Transfer,NetBanking,Android,Hyderabad,67,14,4,5010.67,0,0.408,4,0
T5471,U6006,34377.36,Transfer,UPI,iOS,Delhi,1052,18,2,11982.83,0,0.28,1,0
T5472,U4113,15676.07,Transfer,Card,Web,Bangalore,411,14,1,20209.65,1,0.958,4,0
T5473,U6260,3092.23,Withdrawal,NetBanking,Web,Chennai,197,6,2,1751.08,0,0.728,8,0
T5474,U1211,35093.19,Payment,Wallet,Web,Chennai,1946,2,1,17454.67,0,0.341,6,0
T5475,U6104,540.89,Transfer,UPI,Android,Bangalore,148,23,1,12356.49,0,0.136,1,0
T5476,U6440,20488.67,Transfer,NetBanking,Android,Hyderabad,152,7,3,2009.19,0,0.195,1,0
T5477,U6479,16502.49,Transfer,UPI,Android,Bangalore,117,12,1,21819.09,0,0.204,4,0
T5478,U8128,34684.21,Withdrawal,Card,iOS,Hyderabad,230,15,3,15089.87,0,0.615,6,0
T5479,U8126,38323.96,Payment,Card,Android,Bangalore,154,2,0,9172.86,0,0.903,4,0
T5480,U7352,15239.53,Payment,Card,Web,Hyderabad,867,20,1,2621.4,1,0.869,9,0
T5481,U7043,40590.77,Transfer,Wallet,Android,Mumbai,519,22,2,16469.48,0,0.07,2,0
T5482,U5269,14731.14,Withdrawal,NetBanking,Android,Bangalore,385,0,3,9248.28,0,0.709,6,0
T5483,U2811,22344.0,Payment,Card,Android,Hyderabad,14,2,0,28405.86,0,0.168,7,0
T5484,U6692,36364.58,Withdrawal,Wallet,Android,Delhi,1990,15,0,17786.33,0,0.31,4,0
T5485,U9517,34661.37,Payment,Card,Web,Delhi,397,0,1,8623.45,0,0.544,5,0
T5486,U4294,49369.06,Transfer,Card,Android,Bangalore,577,17,2,15905.68,1,0.841,5,0
T5487,U2423,11296.79,Withdrawal,NetBanking,Web,Bangalore,1800,13,1,16230.91,0,0.237,2,0
T5488,U8047,33132.78,Transfer,Wallet,Android,Chennai,993,6,4,21830.17,0,0.874,5,0
T5489,U3393,30503.61,Payment,Card,iOS,Hyderabad,1767,22,0,27075.85,0,0.735,5,0
T5490,U5909,45759.17,Payment,Wallet,iOS,Bangalore,1905,2,4,28881.55,0,0.674,5,0
T5491,U3303,7860.29,Transfer,Wallet,Web,Delhi,569,21,4,21564.93,0,0.133,4,0
T5492,U4760,37602.32,Payment,Card,Web,Delhi,1849,15,3,16422.81,1,0.474,4,0
T5493,U7045,28435.02,Transfer,Card,iOS,Delhi,1196,5,4,6825.47,0,0.275,7,0
T5494,U5724,13769.56,Transfer,UPI,iOS,Hyderabad,1781,17,0,12150.58,0,0.588,6,0
